season,team_name,games,goals_pg,behinds_pg,scoring_shots_pg,goal_conv_pct,inside_50s_pg,rebound_50s_pg,marks_i50_pg,hitouts_pg,clearances_pg,centre_clearances_pg,stoppage_clearances_pg,cp_pg,intercept_poss_pg,tackles_i50_pg
2024,Adelaide Crows,23.0,12.1,10.1,22.2,0.545,49.2,40.4,11.0,63.5,37.9,11.2,26.7,137.0,66.3,9.9
2024,Brisbane Lions,27.0,13.5,13.3,26.8,0.5037,56.5,35.8,13.3,54.6,40.4,12.1,28.3,133.6,64.6,11.2
2024,Carlton Blues,24.0,13.6,10.8,24.4,0.5574,51.7,39.6,11.2,63.4,39.6,13.1,26.5,137.9,65.9,11.9
2024,Collingwood Magpies,23.0,12.5,11.5,24.0,0.5208,49.7,39.2,11.7,64.0,37.4,12.6,24.8,130.5,66.7,11.1
2024,Essendon Bombers,23.0,12.0,10.5,22.5,0.5333,55.6,36.5,12.2,59.7,35.5,13.0,22.6,129.1,68.6,11.3
2024,Fremantle Dockers,23.0,12.4,10.8,23.200000000000003,0.5345,51.0,37.5,12.4,58.1,39.8,12.2,27.6,127.0,59.9,10.7
2024,Geelong Cats,25.0,14.1,10.8,24.9,0.5663,54.6,39.5,13.4,63.6,39.0,13.0,26.1,135.6,71.3,10.8
2024,Gold Coast Suns,23.0,12.2,10.3,22.5,0.5422,56.0,39.9,10.6,59.0,35.6,11.6,24.0,131.3,71.4,11.0
2024,Greater Western Sydney Giants,25.0,13.2,9.4,22.6,0.5841,50.6,41.9,13.1,67.0,37.4,11.8,25.7,136.4,67.6,11.7
2024,Hawthorn Hawks,25.0,13.2,11.0,24.2,0.5455,53.9,35.8,12.8,60.4,36.7,11.6,25.1,131.7,66.0,11.2
2024,Melbourne Demons,23.0,11.3,10.1,21.4,0.528,49.0,41.7,11.0,58.1,34.1,11.0,23.1,130.7,69.7,10.7
2024,North Melbourne Kangaroos,23.0,10.6,6.8,17.4,0.6092,45.3,42.1,9.7,58.8,36.9,12.7,24.2,129.3,59.7,8.4
2024,Port Adelaide Power,26.0,11.9,13.0,24.9,0.4779,54.5,36.9,13.1,64.7,37.5,12.5,25.0,129.7,65.1,13.2
2024,Richmond Tigers,23.0,9.2,10.4,19.6,0.4694,47.9,41.2,9.5,50.5,33.2,10.9,22.3,121.9,65.5,8.8
2024,St Kilda Saints,23.0,11.0,9.8,20.8,0.5288,49.0,37.7,12.5,59.7,33.8,10.0,23.8,130.8,66.4,11.0
2024,Sydney Swans,26.0,14.0,11.6,25.6,0.5469,53.4,39.0,11.3,58.4,36.2,12.2,24.0,129.4,66.6,9.5
2024,West Coast Eagles,23.0,10.0,9.5,19.5,0.5128,46.0,38.1,10.2,55.9,35.1,11.2,23.9,122.6,59.7,9.4
2024,Western Bulldogs,24.0,13.4,12.8,26.200000000000003,0.5115,56.5,35.0,12.3,59.4,39.9,12.4,27.5,135.9,67.2,12.2
2025,Adelaide Crows,25.0,14.3,10.3,24.6,0.5813,53.4,39.8,11.7,64.0,38.2,11.8,26.4,137.5,70.5,9.7
2025,Brisbane Lions,27.0,13.2,12.1,25.299999999999997,0.5217,56.8,38.0,11.9,57.8,41.0,12.2,28.8,132.6,65.1,11.7
2025,Carlton Blues,23.0,11.3,10.6,21.9,0.516,53.5,36.1,12.0,63.1,39.3,12.6,26.6,137.7,65.3,11.7
2025,Collingwood Magpies,25.0,12.3,11.7,24.0,0.5125,53.1,37.2,13.3,65.3,36.0,11.6,24.4,127.2,68.0,13.0
2025,Essendon Bombers,23.0,9.6,9.3,18.9,0.5079,46.7,39.5,10.0,57.5,34.1,10.5,23.6,125.8,62.7,8.8
2025,Fremantle Dockers,24.0,12.5,10.7,23.2,0.5388,52.5,36.8,10.1,60.7,38.5,12.6,25.9,132.6,63.2,10.3
2025,Geelong Cats,26.0,15.4,12.6,28.0,0.55,56.3,37.5,15.7,64.8,37.9,13.0,24.9,133.3,64.7,14.1
2025,Gold Coast Suns,25.0,13.4,11.9,25.3,0.5296,56.3,37.7,12.2,61.4,39.6,12.3,27.3,134.5,62.9,11.2
2025,Greater Western Sydney Giants,24.0,13.5,10.5,24.0,0.5625,51.6,43.5,11.5,60.1,36.8,11.8,25.0,130.6,64.0,10.6
2025,Hawthorn Hawks,26.0,13.2,10.8,24.0,0.55,52.9,39.9,13.8,62.9,37.2,11.3,25.9,134.5,68.1,11.7
2025,Melbourne Demons,23.0,11.8,12.0,23.8,0.4958,52.8,35.4,10.9,57.2,36.8,12.8,24.0,135.1,64.7,11.4
2025,North Melbourne Kangaroos,23.0,11.6,8.8,20.4,0.5686,46.1,39.8,10.3,59.7,40.4,12.9,27.6,129.0,55.6,10.7
2025,Port Adelaide Power,23.0,10.6,10.5,21.1,0.5024,49.0,40.6,11.7,60.2,37.8,10.4,27.4,124.4,62.9,11.0
2025,Richmond Tigers,23.0,8.9,9.8,18.700000000000003,0.4759,44.1,41.3,9.3,52.0,33.2,9.5,23.7,121.7,59.6,7.7
2025,St Kilda Saints,23.0,11.7,10.1,21.799999999999997,0.5367,48.2,37.9,11.6,62.2,37.7,11.2,26.6,127.5,59.0,10.9
2025,Sydney Swans,23.0,11.5,11.3,22.8,0.5044,52.3,38.4,11.6,60.1,38.4,11.7,26.7,129.6,61.6,10.0
2025,West Coast Eagles,23.0,9.1,9.2,18.299999999999997,0.4973,46.1,40.8,9.8,57.4,31.4,10.2,21.2,118.5,62.6,10.0
2025,Western Bulldogs,23.0,16.0,12.1,28.1,0.5694,56.4,35.3,14.0,56.5,41.1,15.0,26.1,135.2,61.1,12.2
